Timestamp,Date,Year,Month,District,Intel_Type,Source_ID,Content,Reliability,Urgency,Signal_Intensity,Label,Days_To_Attack,Is_Attack_Day
2025-12-31 23:03:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-331,Contact observed reconnaissance near Kutru junction,0.89,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 03:43:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-637,Asset reports area quiet near Madded,0.32,LOW,0.15,NOISE,5,False
2025-12-31 01:00:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-341,Informant heard discussion about 'package' at Basaguda,0.79,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 07:42:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-181,Contact reports false alarm about Basaguda,0.26,MEDIUM,0.15,NOISE,5,False
2025-12-31 05:42:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-784,Asset reports area quiet near Basaguda,0.42,LOW,0.15,NOISE,5,False
2025-12-31 23:22:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-506,Source indicates material movement towards Farsegarh area,0.74,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 17:43:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-302,Contact observed reconnaissance near Usoor junction,0.52,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 10:28:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-709,Reliable informant warns of planned activity on Kutru-Farsegarh Road,0.89,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:17:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-390,Contact claims IED found and defused (FALSE),0.63,LOW,0.15,DECEPTION,5,False
2025-12-31 01:12:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-864,Asset confirms Madded is safe for patrol (TRAP),0.78,LOW,0.15,DECEPTION,5,False
2025-12-31 02:31:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-246,Villager reports nothing unusual near Madded,0.26,HIGH,0.15,NOISE,5,False
2025-12-31 02:26:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-481,Reliable informant warns of planned activity on NH-30,0.78,HIGH,0.15,TRUE_SIGNAL,5,False
2025-12-31 06:07:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-324,Contact unable to verify earlier report about Mirtur,0.45,MEDIUM,0.15,NOISE,5,False
2025-12-31 18:07:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-937,Contact reports false alarm about Pegdapalli,0.51,LOW,0.15,NOISE,5,False
2025-12-31 17:53:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-717,Source confirms routine activity in Tarrem,0.45,MEDIUM,0.15,NOISE,5,False
2025-12-31 11:37:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-557,Informant mentions route change of patrols discussed,0.74,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 19:52:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-895,Informant says attack planned for Kanker (MISDIRECT),0.75,MEDIUM,0.15,DECEPTION,5,False
2025-12-31 11:04:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-810,Source reports night activity near Awapalli village,0.68,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 08:45:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-966,Informant mentions normal market activity at Usoor,0.4,HIGH,0.15,NOISE,5,False
2025-12-31 11:22:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-129,Asset reports area quiet near Mirtur,0.35,HIGH,0.15,NOISE,5,False
2025-12-31 17:50:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-899,Source claims group left Bhejji permanently (FALSE),0.76,LOW,0.15,DECEPTION,5,False
2025-12-31 07:36:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-958,Source indicates material movement towards Usoor area,0.59,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 20:45:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-563,Informant heard discussion about 'package' at Mirtur,0.53,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 18:39:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-914,Source confirms routine activity in Mirtur,0.46,LOW,0.15,NOISE,5,False
2025-12-31 04:05:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-173,Contact observed reconnaissance near Tarrem junction,0.69,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 20:47:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-678,Contact unable to verify earlier report about Modakpal,0.53,MEDIUM,0.15,NOISE,5,False
2025-12-31 17:35:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-731,Informant mentions normal market activity at Tarrem,0.31,LOW,0.15,NOISE,5,False
2025-12-31 15:38:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-483,Source indicates material movement towards Madded area,0.53,HIGH,0.15,TRUE_SIGNAL,5,False
2025-12-31 23:01:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-760,Source reports night activity near Farsegarh village,0.86,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 15:25:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-535,Informant reports 12 unidentified persons near Mirtur,0.5,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:25:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-155,Asset reports meeting of suspected cadres at Jangla,0.71,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 16:53:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-913,Asset reports area quiet near Bhejji,0.59,LOW,0.15,NOISE,5,False
2025-12-31 08:59:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-165,Reliable informant warns of planned activity on Gangaloor-Usoor Route,0.51,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 18:41:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-628,Source says cadres moved to different area,0.35,MEDIUM,0.15,NOISE,5,False
2025-12-31 14:03:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-860,Contact reports false alarm about Awapalli,0.41,LOW,0.15,NOISE,5,False
2025-12-31 06:36:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-851,Informant heard discussion about 'package' at Kutru,0.51,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 23:10:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-248,Contact reports false alarm about Awapalli,0.28,LOW,0.15,NOISE,5,False
2025-12-31 15:02:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-622,Source indicates material movement towards Somanpalli area,0.55,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 23:32:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-895,Informant mentions normal market activity at Usoor,0.45,LOW,0.15,NOISE,5,False
2025-12-31 14:54:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-834,Contact observed reconnaissance near Gangaloor junction,0.64,HIGH,0.15,TRUE_SIGNAL,5,False
2025-12-31 04:59:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-659,Contact observed reconnaissance near Tarrem junction,0.52,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 19:37:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-590,Informant mentions route change of patrols discussed,0.84,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 04:01:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-184,Informant says attack planned for Dantewada (MISDIRECT),0.42,MEDIUM,0.15,DECEPTION,5,False
2025-12-31 23:03:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-159,Informant mentions normal market activity at Somanpalli,0.45,LOW,0.15,NOISE,5,False
2025-12-31 00:06:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-224,Source confirms routine activity in Usoor,0.55,MEDIUM,0.15,NOISE,5,False
2025-12-31 18:42:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-314,Source reports night activity near Madded village,0.87,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 02:57:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-549,Contact unable to verify earlier report about Mirtur,0.34,LOW,0.15,NOISE,5,False
2025-12-31 20:51:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-704,Reliable informant warns of planned activity on NH-30,0.71,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 23:21:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-430,Asset confirms Pegdapalli is safe for patrol (TRAP),0.44,MEDIUM,0.15,DECEPTION,5,False
2025-12-31 00:18:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-598,Contact reports false alarm about Bhopalpatnam,0.4,MEDIUM,0.15,NOISE,5,False
2025-12-31 04:00:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-173,Informant reports 5 unidentified persons near Kutru,0.6,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-359,Asset reports area quiet near Bhejji,0.43,MEDIUM,0.15,NOISE,5,False
2025-12-31 18:00:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-753,Source indicates material movement towards Bhopalpatnam area,0.9,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 06:38:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-719,Source reports increased movement in Somanpalli forest,0.69,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 07:59:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-254,Source claims group left Madded permanently (FALSE),0.53,LOW,0.15,DECEPTION,5,False
2025-12-31 20:28:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-709,Contact unable to verify earlier report about Gangaloor,0.32,LOW,0.15,NOISE,5,False
2025-12-31 21:17:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-126,Asset reports area quiet near Bhejji,0.29,MEDIUM,0.15,NOISE,5,False
2025-12-31 00:21:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-652,Source reports increased movement in Pegdapalli forest,0.86,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 17:49:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-129,Contact unable to verify earlier report about Mirtur,0.39,HIGH,0.15,NOISE,5,False
2025-12-31 17:14:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-834,Asset indicates possible IED materials at Farsegarh,0.81,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 14:03:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-649,Asset reports area quiet near Bhejji,0.48,MEDIUM,0.15,NOISE,5,False
2025-12-31 01:07:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-669,Contact observed reconnaissance near Tarrem junction,0.65,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 08:14:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-799,Informant mentions route change of patrols discussed,0.79,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 03:18:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-296,Informant mentions normal market activity at Usoor,0.26,LOW,0.15,NOISE,5,False
2025-12-31 19:26:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-391,Source reports increased movement in Tarrem forest,0.52,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:50:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-669,Informant says attack planned for Sukma (MISDIRECT),0.44,LOW,0.15,DECEPTION,5,False
2025-12-31 00:33:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-630,Villager reports nothing unusual near Somanpalli,0.54,LOW,0.15,NOISE,5,False
2025-12-31 04:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-689,Informant mentions normal market activity at Bhopalpatnam,0.44,MEDIUM,0.15,NOISE,5,False
2025-12-31 16:42:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-804,Informant mentions normal market activity at Somanpalli,0.23,LOW,0.15,NOISE,5,False
2025-12-31 16:10:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-720,Source says cadres moved to different area,0.54,HIGH,0.15,NOISE,5,False
2025-12-31 01:41:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-685,Asset reports area quiet near Basaguda,0.22,LOW,0.15,NOISE,5,False
2025-12-31 09:35:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-176,Informant reports 13 unidentified persons near Awapalli,0.64,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:24:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-141,Contact reports false alarm about Pegdapalli,0.49,LOW,0.15,NOISE,5,False
2025-12-31 01:23:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-848,Source reports night activity near Jangla village,0.94,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 13:31:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-250,Informant reports 3 unidentified persons near Awapalli,0.59,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 18:08:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-521,Source reports increased movement in Bhopalpatnam forest,0.52,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 23:31:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-838,Source confirms routine activity in Basaguda,0.57,MEDIUM,0.15,NOISE,5,False
2025-12-31 12:57:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-445,Reliable informant warns of planned activity on Basaguda-Mirtur Road,0.63,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:39:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-611,Informant mentions route change of patrols discussed,0.63,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 12:59:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-909,Asset reports meeting of suspected cadres at Gangaloor,0.69,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 07:21:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-154,Villager reports nothing unusual near Pegdapalli,0.33,LOW,0.15,NOISE,5,False
2025-12-31 20:23:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-391,Source says cadres moved to different area,0.51,MEDIUM,0.15,NOISE,5,False
2025-12-31 21:17:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-390,Contact unable to verify earlier report about Usoor,0.44,MEDIUM,0.15,NOISE,5,False
2025-12-31 22:00:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-818,Source indicates material movement towards Madded area,0.77,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 07:19:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-282,Contact observed reconnaissance near Kutru junction,0.61,HIGH,0.15,TRUE_SIGNAL,5,False
2025-12-31 01:17:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-325,Source says cadres moved to different area,0.52,LOW,0.15,NOISE,5,False
2025-12-31 19:32:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-828,Asset reports meeting of suspected cadres at Modakpal,0.56,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 21:33:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-289,Informant reports 7 unidentified persons near Farsegarh,0.9,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 17:56:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-965,Contact claims IED found and defused (FALSE),0.69,MEDIUM,0.15,DECEPTION,5,False
2025-12-31 19:36:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-598,Asset indicates possible IED materials at Modakpal,0.78,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 11:21:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-365,Source claims group left Usoor permanently (FALSE),0.69,LOW,0.15,DECEPTION,5,False
2025-12-31 20:24:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-831,Villager reports nothing unusual near Somanpalli,0.29,LOW,0.15,NOISE,5,False
2025-12-31 00:27:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-899,Source confirms routine activity in Kutru,0.58,MEDIUM,0.15,NOISE,5,False
2025-12-31 23:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-186,Informant heard discussion about 'package' at Usoor,0.61,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 00:27:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-612,Villager reports nothing unusual near Bhopalpatnam,0.36,LOW,0.15,NOISE,5,False
2025-12-31 18:45:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-400,Asset indicates possible IED materials at Madded,0.73,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 21:46:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-205,Informant mentions route change of patrols discussed,0.54,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 10:47:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-685,Source reports increased movement in Jangla forest,0.83,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 13:34:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-676,Contact claims IED found and defused (FALSE),0.73,LOW,0.15,DECEPTION,5,False
2025-12-31 01:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-742,Informant says attack planned for Sukma (MISDIRECT),0.54,MEDIUM,0.15,DECEPTION,5,False
2025-12-31 23:19:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-782,Source reports increased movement in Awapalli forest,0.83,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 06:58:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-355,Informant reports 7 unidentified persons near Madded,0.51,HIGH,0.15,TRUE_SIGNAL,5,False
2025-12-31 10:01:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-284,Villager reports nothing unusual near Awapalli,0.34,HIGH,0.15,NOISE,5,False
2025-12-31 02:28:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-734,Asset reports area quiet near Somanpalli,0.35,MEDIUM,0.15,NOISE,5,False
2025-12-31 11:10:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-467,Contact claims IED found and defused (FALSE),0.67,LOW,0.15,DECEPTION,5,False
2025-12-31 09:47:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-572,Informant reports 3 unidentified persons near Bhopalpatnam,0.81,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 15:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-153,Asset indicates possible IED materials at Mirtur,0.69,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 15:07:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-919,Contact observed reconnaissance near Pegdapalli junction,0.62,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 11:19:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-848,Source reports increased movement in Somanpalli forest,0.71,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 09:16:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-792,Reliable informant warns of planned activity on Kutru-Farsegarh Road,0.89,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 18:06:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-171,Asset reports area quiet near Gangaloor,0.42,LOW,0.15,NOISE,5,False
2025-12-31 01:20:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-256,Source indicates material movement towards Gangaloor area,0.65,LOW,0.15,TRUE_SIGNAL,5,False
2025-12-31 04:15:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-146,Contact observed reconnaissance near Modakpal junction,0.51,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 02:34:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-896,Contact unable to verify earlier report about Madded,0.37,MEDIUM,0.15,NOISE,5,False
2025-12-31 12:44:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-998,Informant heard discussion about 'package' at Bhejji,0.78,MEDIUM,0.15,TRUE_SIGNAL,5,False
2025-12-31 09:46:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-906,Contact unable to verify earlier report about Pegdapalli,0.5,LOW,0.15,NOISE,5,False
2025-12-31 13:45:00,2025-12-31,2025,12,Bijapur,HUMINT,HUM-BIJ-231,Source says cadres moved to different area,0.25,LOW,0.15,NOISE,5,False
