Timestamp,Date,Year,Month,Day,Hour,Region,Intel_Type,Source_ID,Content,Reliability,Urgency,Signal_Intensity,Label,Is_Attack_Day
2026-01-01 23:56:25,2026-01-01,2026,1,1,23,Narayanpur,PATROL,PTL-NAR-906,Routine patrol at Becha - clear,0.33,MEDIUM,0.1,NOISE,False
2026-01-01 01:34:57,2026-01-01,2026,1,1,1,Narayanpur,PATROL,PTL-NAR-550,Area domination in Kohkameta - normal,0.28,MEDIUM,0.1,NOISE,False
2026-01-01 17:42:53,2026-01-01,2026,1,1,17,Narayanpur,PATROL,PTL-NAR-982,Routine patrol at Sonpur - clear,0.32,LOW,0.1,NOISE,False
2026-01-01 17:58:20,2026-01-01,2026,1,1,17,Narayanpur,OSINT,OSI-NAR-276,Weather updates for Kurusnar,0.48,LOW,0.1,NOISE,False
2026-01-01 12:59:53,2026-01-01,2026,1,1,12,Narayanpur,HUMINT,HUM-NAR-779,Villager mentions nothing unusual at Kohkameta,0.55,LOW,0.1,NOISE,False
2026-01-01 15:03:46,2026-01-01,2026,1,1,15,Narayanpur,HUMINT,HUM-NAR-952,Villager mentions nothing unusual at Dhaudai,0.22,LOW,0.1,NOISE,False
2026-01-01 06:10:14,2026-01-01,2026,1,1,6,Narayanpur,PATROL,PTL-NAR-823,ROP cleared Narayanpur-Kurusnar Road - no issues,0.23,MEDIUM,0.1,NOISE,False
2026-01-01 06:45:55,2026-01-01,2026,1,1,6,Narayanpur,SIGINT,SIG-NAR-210,Routine traffic in Chhotedongar sector,0.42,LOW,0.1,NOISE,False
2026-01-01 08:51:06,2026-01-01,2026,1,1,8,Narayanpur,HUMINT,HUM-NAR-772,Asset reports routine matters in Dhaudai,0.55,MEDIUM,0.1,NOISE,False
2026-01-01 22:45:43,2026-01-01,2026,1,1,22,Narayanpur,SIGINT,SIG-NAR-682,No significant signals near Orchha,0.24,LOW,0.1,NOISE,False
2026-01-01 16:21:09,2026-01-01,2026,1,1,16,Narayanpur,SIGINT,SIG-NAR-300,Routine traffic in Abujhmad sector,0.58,LOW,0.1,NOISE,False
2026-01-01 00:50:46,2026-01-01,2026,1,1,0,Narayanpur,PATROL,PTL-NAR-819,Area domination in Abujhmad - normal,0.59,HIGH,0.1,NOISE,False
2026-01-01 22:32:13,2026-01-01,2026,1,1,22,Narayanpur,HUMINT,HUM-NAR-264,Source reports normal activity in Kanhargaon,0.2,HIGH,0.1,NOISE,False
2026-01-01 18:09:44,2026-01-01,2026,1,1,18,Narayanpur,PATROL,PTL-NAR-895,Routine patrol at Kanhargaon - clear,0.29,MEDIUM,0.1,NOISE,False
2026-01-01 22:44:50,2026-01-01,2026,1,1,22,Narayanpur,PATROL,PTL-NAR-836,Routine patrol at Kanhargaon - clear,0.55,LOW,0.1,NOISE,False
2026-01-01 14:46:26,2026-01-01,2026,1,1,14,Narayanpur,HUMINT,HUM-NAR-456,Villager mentions nothing unusual at Sonpur,0.29,MEDIUM,0.1,NOISE,False
2026-01-01 16:57:31,2026-01-01,2026,1,1,16,Narayanpur,SIGINT,SIG-NAR-578,Standard civilian communication at Dhanora,0.56,LOW,0.1,NOISE,False
2026-01-01 04:33:42,2026-01-01,2026,1,1,4,Narayanpur,OSINT,OSI-NAR-910,Weather updates for Kurusnar,0.33,MEDIUM,0.1,NOISE,False
2026-01-01 14:57:56,2026-01-01,2026,1,1,14,Narayanpur,SIGINT,SIG-NAR-425,Routine traffic in Orchha sector,0.43,LOW,0.1,NOISE,False
2026-01-01 14:09:40,2026-01-01,2026,1,1,14,Narayanpur,SIGINT,SIG-NAR-250,Standard civilian communication at Dhanora,0.3,MEDIUM,0.1,NOISE,False
2026-01-01 14:30:19,2026-01-01,2026,1,1,14,Narayanpur,SIGINT,SIG-NAR-724,Routine traffic in Becha sector,0.48,MEDIUM,0.1,NOISE,False
2026-01-01 10:30:50,2026-01-01,2026,1,1,10,Narayanpur,HUMINT,HUM-NAR-375,Informant says quiet day at Kohkameta,0.34,MEDIUM,0.1,NOISE,False
2026-01-01 02:41:31,2026-01-01,2026,1,1,2,Narayanpur,HUMINT,HUM-NAR-659,Villager mentions nothing unusual at Kurusnar,0.27,MEDIUM,0.1,NOISE,False
2026-01-01 07:58:07,2026-01-01,2026,1,1,7,Narayanpur,HUMINT,HUM-NAR-177,Informant says quiet day at Kurusnar,0.57,LOW,0.1,NOISE,False
2026-01-01 14:03:35,2026-01-01,2026,1,1,14,Narayanpur,OSINT,OSI-NAR-800,Weather updates for Abujhmad,0.59,LOW,0.1,NOISE,False
2026-01-01 05:46:00,2026-01-01,2026,1,1,5,Narayanpur,SIGINT,SIG-NAR-219,Decoy signal mentioning Bastar,0.71,MEDIUM,0.1,DECEPTION,False
2026-01-01 11:44:01,2026-01-01,2026,1,1,11,Narayanpur,SIGINT,SIG-NAR-891,False transmission about Bastar detected,0.79,LOW,0.1,DECEPTION,False
2026-01-01 01:26:26,2026-01-01,2026,1,1,1,Narayanpur,PATROL,PTL-NAR-146,Patrol reports Kohkameta Road safe (COMPROMISED),0.78,HIGH,0.1,DECEPTION,False
2026-01-01 04:44:05,2026-01-01,2026,1,1,4,Narayanpur,SIGINT,SIG-NAR-147,False transmission about Dantewada detected,0.6,LOW,0.1,DECEPTION,False
2026-01-01 00:09:23,2026-01-01,2026,1,1,0,Narayanpur,PATROL,PTL-NAR-602,Patrol reports Kohkameta Road safe (COMPROMISED),0.66,HIGH,0.1,DECEPTION,False
2026-01-01 05:07:29,2026-01-01,2026,1,1,5,Narayanpur,SIGINT,SIG-NAR-573,False transmission about Dantewada detected,0.53,MEDIUM,0.1,DECEPTION,False
2026-01-01 13:17:10,2026-01-01,2026,1,1,13,Narayanpur,SIGINT,SIG-NAR-805,Decoy signal mentioning Bastar,0.79,MEDIUM,0.1,DECEPTION,False
2026-01-01 15:22:48,2026-01-01,2026,1,1,15,Bijapur,SIGINT,SIG-BIJ-128,Encrypted burst from Tarrem area,0.88,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 16:50:05,2026-01-01,2026,1,1,16,Bijapur,SIGINT,SIG-BIJ-787,Frequency monitoring shows activity near Pidia,0.93,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 22:21:23,2026-01-01,2026,1,1,22,Bijapur,HUMINT,HUM-BIJ-557,Contact reports suspicious meeting at Modakpal,0.94,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 18:18:01,2026-01-01,2026,1,1,18,Bijapur,HUMINT,HUM-BIJ-953,Source confirms cadre presence at Awapalli,0.63,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 07:56:05,2026-01-01,2026,1,1,7,Bijapur,HUMINT,HUM-BIJ-599,Source warns of planned attack on Kutru-Farsegarh Road,0.87,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 05:01:21,2026-01-01,2026,1,1,5,Bijapur,PATROL,PTL-BIJ-738,Patrol noted villagers avoiding Bijapur-Bhopalpatanam Road,0.65,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 05:54:08,2026-01-01,2026,1,1,5,Bijapur,HUMINT,HUM-BIJ-715,Informant reports 7 suspects near Usoor,0.72,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 18:32:02,2026-01-01,2026,1,1,18,Bijapur,OSINT,OSI-BIJ-325,Social media shows pamphlets at Somanpalli,0.6,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 20:10:35,2026-01-01,2026,1,1,20,Bijapur,OSINT,OSI-BIJ-260,Twitter mentions activity near Farsegarh,0.72,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 00:32:52,2026-01-01,2026,1,1,0,Bijapur,SIGINT,SIG-BIJ-935,Communication about 'delivery' at Modakpal,0.94,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 01:28:36,2026-01-01,2026,1,1,1,Bijapur,SIGINT,SIG-BIJ-342,Radio spike detected near Bhopalpatnam,0.56,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 03:38:31,2026-01-01,2026,1,1,3,Bijapur,SIGINT,SIG-BIJ-478,Radio spike detected near Gangaloor,0.63,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 02:20:26,2026-01-01,2026,1,1,2,Bijapur,PATROL,PTL-BIJ-908,Patrol noted villagers avoiding Basaguda-Mirtur Road,0.94,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 12:12:56,2026-01-01,2026,1,1,12,Bijapur,OSINT,OSI-BIJ-793,News reports tension in Usoor,0.82,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 06:53:26,2026-01-01,2026,1,1,6,Bijapur,HUMINT,HUM-BIJ-733,Contact reports suspicious meeting at Mirtur,0.79,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 17:18:57,2026-01-01,2026,1,1,17,Bijapur,OSINT,OSI-BIJ-199,Social media shows pamphlets at Bhejji,0.7,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 17:35:59,2026-01-01,2026,1,1,17,Bijapur,PATROL,PTL-BIJ-212,Patrol noted villagers avoiding Basaguda-Mirtur Road,0.66,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 01:17:10,2026-01-01,2026,1,1,1,Bijapur,PATROL,PTL-BIJ-381,Fresh digging near Pegdapalli junction,0.86,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 13:29:32,2026-01-01,2026,1,1,13,Bijapur,SIGINT,SIG-BIJ-345,Frequency monitoring shows activity near Madded,0.78,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 10:44:51,2026-01-01,2026,1,1,10,Bijapur,SIGINT,SIG-BIJ-667,Encrypted burst from Modakpal area,0.59,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 05:30:29,2026-01-01,2026,1,1,5,Bijapur,OSINT,OSI-BIJ-112,News reports tension in Awapalli,0.56,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 00:21:29,2026-01-01,2026,1,1,0,Bijapur,PATROL,PTL-BIJ-655,Team found wire near Awapalli culvert,0.66,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 12:14:46,2026-01-01,2026,1,1,12,Bijapur,SIGINT,SIG-BIJ-812,Intercept mentions Pidia coordinates,0.84,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 13:38:20,2026-01-01,2026,1,1,13,Bijapur,HUMINT,HUM-BIJ-486,Asset reports night movements near Tarrem,0.73,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 13:21:02,2026-01-01,2026,1,1,13,Bijapur,OSINT,OSI-BIJ-924,Twitter mentions activity near Farsegarh,0.71,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 10:31:38,2026-01-01,2026,1,1,10,Bijapur,HUMINT,HUM-BIJ-643,Source warns of planned attack on NH-30,0.78,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 00:34:15,2026-01-01,2026,1,1,0,Bijapur,HUMINT,HUM-BIJ-720,Reliable source indicates activity on Bijapur-Bhopalpatanam Road,0.72,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 20:52:17,2026-01-01,2026,1,1,20,Bijapur,HUMINT,HUM-BIJ-565,Asset observed IED materials at Farsegarh,0.64,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 13:26:48,2026-01-01,2026,1,1,13,Bijapur,SIGINT,SIG-BIJ-790,Radio spike detected near Tarrem,0.94,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 15:34:27,2026-01-01,2026,1,1,15,Bijapur,PATROL,PTL-BIJ-941,Team found wire near Basaguda culvert,0.84,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 10:43:36,2026-01-01,2026,1,1,10,Bijapur,HUMINT,HUM-BIJ-229,Asset reports night movements near Tarrem,0.8,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 00:31:58,2026-01-01,2026,1,1,0,Bijapur,SIGINT,SIG-BIJ-370,Communication about 'delivery' at Jangla,0.72,LOW,0.5,TRUE_SIGNAL,False
2026-01-01 20:13:21,2026-01-01,2026,1,1,20,Bijapur,SIGINT,SIG-BIJ-266,Encrypted burst from Bhopalpatnam area,0.76,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 09:14:52,2026-01-01,2026,1,1,9,Bijapur,PATROL,PTL-BIJ-669,Patrol noted villagers avoiding NH-30,0.73,MEDIUM,0.5,TRUE_SIGNAL,False
2026-01-01 15:30:40,2026-01-01,2026,1,1,15,Bijapur,HUMINT,HUM-BIJ-147,Asset observed IED materials at Modakpal,0.57,HIGH,0.5,TRUE_SIGNAL,False
2026-01-01 16:06:03,2026-01-01,2026,1,1,16,Bijapur,HUMINT,HUM-BIJ-342,Contact unable to verify report about Basaguda,0.27,MEDIUM,0.5,NOISE,False
2026-01-01 23:08:40,2026-01-01,2026,1,1,23,Bijapur,HUMINT,HUM-BIJ-428,Contact unable to verify report about Kutru,0.22,MEDIUM,0.5,NOISE,False
2026-01-01 16:14:34,2026-01-01,2026,1,1,16,Bijapur,OSINT,OSI-BIJ-241,News about development at Modakpal,0.55,MEDIUM,0.5,NOISE,False
2026-01-01 05:24:04,2026-01-01,2026,1,1,5,Bijapur,HUMINT,HUM-BIJ-708,Contact unable to verify report about Jangla,0.42,MEDIUM,0.5,NOISE,False
2026-01-01 02:41:39,2026-01-01,2026,1,1,2,Bijapur,PATROL,PTL-BIJ-777,Area domination in Tarrem - normal,0.59,HIGH,0.5,NOISE,False
2026-01-01 07:21:13,2026-01-01,2026,1,1,7,Bijapur,SIGINT,SIG-BIJ-906,No significant signals near Somanpalli,0.49,HIGH,0.5,NOISE,False
2026-01-01 16:00:31,2026-01-01,2026,1,1,16,Bijapur,PATROL,PTL-BIJ-696,Routine patrol at Gangaloor - clear,0.38,MEDIUM,0.5,NOISE,False
2026-01-01 09:00:34,2026-01-01,2026,1,1,9,Bijapur,SIGINT,SIG-BIJ-951,No significant signals near Gangaloor,0.29,MEDIUM,0.5,NOISE,False
2026-01-01 15:12:38,2026-01-01,2026,1,1,15,Bijapur,SIGINT,SIG-BIJ-627,No significant signals near Tarrem,0.4,HIGH,0.5,NOISE,False
2026-01-01 07:08:34,2026-01-01,2026,1,1,7,Bijapur,HUMINT,HUM-BIJ-521,Villager mentions nothing unusual at Farsegarh,0.59,MEDIUM,0.5,NOISE,False
2026-01-01 05:18:06,2026-01-01,2026,1,1,5,Bijapur,SIGINT,SIG-BIJ-500,Routine traffic in Gangaloor sector,0.27,MEDIUM,0.5,NOISE,False
2026-01-01 13:00:22,2026-01-01,2026,1,1,13,Bijapur,SIGINT,SIG-BIJ-697,Routine traffic in Madded sector,0.43,MEDIUM,0.5,NOISE,False
2026-01-01 13:34:27,2026-01-01,2026,1,1,13,Bijapur,HUMINT,HUM-BIJ-396,Informant says quiet day at Madded,0.38,MEDIUM,0.5,NOISE,False
2026-01-01 05:38:41,2026-01-01,2026,1,1,5,Bijapur,OSINT,OSI-BIJ-343,Weather updates for Awapalli,0.58,MEDIUM,0.5,NOISE,False
2026-01-01 08:47:57,2026-01-01,2026,1,1,8,Bijapur,PATROL,PTL-BIJ-679,Routine patrol at Awapalli - clear,0.42,MEDIUM,0.5,NOISE,False
2026-01-01 10:27:51,2026-01-01,2026,1,1,10,Bijapur,PATROL,PTL-BIJ-822,ROP cleared Basaguda-Mirtur Road - no issues,0.3,HIGH,0.5,NOISE,False
2026-01-01 17:48:15,2026-01-01,2026,1,1,17,Bijapur,HUMINT,HUM-BIJ-983,Contact unable to verify report about Madded,0.36,HIGH,0.5,NOISE,False
2026-01-01 06:30:34,2026-01-01,2026,1,1,6,Bijapur,OSINT,OSI-BIJ-255,News about development at Basaguda,0.41,MEDIUM,0.5,NOISE,False
2026-01-01 02:13:42,2026-01-01,2026,1,1,2,Bijapur,PATROL,PTL-BIJ-612,Routine patrol at Tarrem - clear,0.38,MEDIUM,0.5,NOISE,False
2026-01-01 06:08:45,2026-01-01,2026,1,1,6,Bijapur,PATROL,PTL-BIJ-974,Area domination in Modakpal - normal,0.51,MEDIUM,0.5,NOISE,False
2026-01-01 06:45:28,2026-01-01,2026,1,1,6,Bijapur,OSINT,OSI-BIJ-687,News about development at Awapalli,0.27,MEDIUM,0.5,NOISE,False
2026-01-01 21:31:38,2026-01-01,2026,1,1,21,Bijapur,OSINT,OSI-BIJ-499,News about development at Bhejji,0.33,LOW,0.5,NOISE,False
2026-01-01 01:27:15,2026-01-01,2026,1,1,1,Bijapur,SIGINT,SIG-BIJ-881,Routine traffic in Awapalli sector,0.36,HIGH,0.5,NOISE,False
2026-01-01 20:55:44,2026-01-01,2026,1,1,20,Bijapur,SIGINT,SIG-BIJ-516,Standard civilian communication at Pidia,0.58,HIGH,0.5,NOISE,False
2026-01-01 00:08:23,2026-01-01,2026,1,1,0,Bijapur,OSINT,OSI-BIJ-396,News about development at Pidia,0.5,MEDIUM,0.5,NOISE,False
2026-01-01 03:21:31,2026-01-01,2026,1,1,3,Bijapur,PATROL,PTL-BIJ-557,Routine patrol at Usoor - clear,0.54,MEDIUM,0.5,NOISE,False
2026-01-01 21:28:01,2026-01-01,2026,1,1,21,Bijapur,PATROL,PTL-BIJ-782,ROP cleared Kutru-Farsegarh Road - no issues,0.25,LOW,0.5,NOISE,False
2026-01-01 06:32:01,2026-01-01,2026,1,1,6,Bijapur,HUMINT,HUM-BIJ-807,Villager mentions nothing unusual at Awapalli,0.4,MEDIUM,0.5,NOISE,False
2026-01-01 11:22:42,2026-01-01,2026,1,1,11,Bijapur,PATROL,PTL-BIJ-702,Patrol reports Gangaloor-Usoor Route safe (COMPROMISED),0.7,HIGH,0.5,DECEPTION,False
2026-01-01 12:01:10,2026-01-01,2026,1,1,12,Bijapur,PATROL,PTL-BIJ-259,Patrol reports Gangaloor-Usoor Route safe (COMPROMISED),0.45,HIGH,0.5,DECEPTION,False
2026-01-01 11:42:15,2026-01-01,2026,1,1,11,Bijapur,SIGINT,SIG-BIJ-183,False transmission about Sukma detected,0.58,MEDIUM,0.5,DECEPTION,False
2026-01-01 06:04:32,2026-01-01,2026,1,1,6,Bijapur,PATROL,PTL-BIJ-549,Patrol reports NH-30 safe (COMPROMISED),0.64,MEDIUM,0.5,DECEPTION,False
2026-01-01 15:19:46,2026-01-01,2026,1,1,15,Bijapur,HUMINT,HUM-BIJ-399,Contact reports cadres left area permanently (FALSE),0.43,MEDIUM,0.5,DECEPTION,False
2026-01-01 12:24:01,2026-01-01,2026,1,1,12,Bijapur,PATROL,PTL-BIJ-213,Patrol reports Basaguda-Mirtur Road safe (COMPROMISED),0.79,HIGH,0.5,DECEPTION,False
2026-01-01 04:07:00,2026-01-01,2026,1,1,4,Bijapur,SIGINT,SIG-BIJ-942,Decoy signal mentioning Sukma,0.58,MEDIUM,0.5,DECEPTION,False
2026-01-01 07:56:20,2026-01-01,2026,1,1,7,Malkangiri,PATROL,PTL-MAL-604,Patrol noted villagers avoiding NH-30,0.65,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 11:20:06,2026-01-01,2026,1,1,11,Malkangiri,HUMINT,HUM-MAL-612,Source warns of planned attack on Basaguda-Mirtur Road,0.8,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 14:07:24,2026-01-01,2026,1,1,14,Malkangiri,OSINT,OSI-MAL-202,Social media shows pamphlets at Kutru,0.69,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 02:07:11,2026-01-01,2026,1,1,2,Malkangiri,SIGINT,SIG-MAL-670,Communication about 'delivery' at Pegdapalli,0.56,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 05:45:25,2026-01-01,2026,1,1,5,Malkangiri,SIGINT,SIG-MAL-236,Intercept mentions Modakpal coordinates,0.74,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 17:04:17,2026-01-01,2026,1,1,17,Malkangiri,SIGINT,SIG-MAL-754,Frequency monitoring shows activity near Basaguda,0.83,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 16:01:05,2026-01-01,2026,1,1,16,Malkangiri,PATROL,PTL-MAL-131,Patrol noted villagers avoiding Awapalli Route,0.78,LOW,0.1,TRUE_SIGNAL,False
2026-01-01 12:37:43,2026-01-01,2026,1,1,12,Malkangiri,PATROL,PTL-MAL-571,Fresh digging near Pegdapalli junction,0.55,HIGH,0.1,TRUE_SIGNAL,False
